cds	gene
cds1764	gene1924
cds1764	gene1924
cds1764	gene1924
cds1764	gene1924
cds1764	gene1924
cds1765	gene1925
cds1766	gene1926
cds1766	gene1926
cds1766	gene1926
cds1766	gene1926
cds1766	gene1926
cds1766	gene1926
cds1766	gene1926
cds1766	gene1926
cds1766	gene1926
cds1767	gene1927
cds1767	gene1927
cds1767	gene1927
cds1767	gene1927
cds1768	gene1928
cds1768	gene1928
cds1768	gene1928
cds1768	gene1928
cds1768	gene1928
cds1768	gene1928
cds1768	gene1928
cds1768	gene1928
cds1768	gene1928
cds1769	gene1930
cds1769	gene1930
cds1770	gene1931
cds1770	gene1931
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1771	gene1932
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1772	gene1933
cds1773	gene1934
cds1773	gene1934
cds1773	gene1934
cds1774	gene1935
cds1774	gene1935
cds1774	gene1935
cds1774	gene1935
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1775	gene1936
cds1776	gene1937
cds1776	gene1937
cds1776	gene1937
cds1776	gene1937
cds1776	gene1937
cds1777	gene1938
cds1777	gene1938
cds1777	gene1938
cds1777	gene1938
cds1777	gene1938
cds1778	gene1939
cds1778	gene1939
cds1778	gene1939
cds1778	gene1939
cds1778	gene1939
cds1778	gene1939
cds1779	gene1940
cds1779	gene1940
cds1779	gene1940
cds1779	gene1940
cds1779	gene1940
cds1779	gene1940
cds1779	gene1940
cds1779	gene1940
cds1780	gene1941
cds1780	gene1941
cds1780	gene1941
cds1780	gene1941
cds1780	gene1941
cds1780	gene1941
cds1780	gene1941
cds1781	gene1943
cds1781	gene1943
cds1781	gene1943
cds1782	gene1944
cds1782	gene1944
cds1782	gene1944
cds1782	gene1944
cds1782	gene1944
cds1782	gene1944
cds1782	gene1944
cds1782	gene1944
cds1782	gene1944
cds1783	gene1945
cds1783	gene1945
cds1783	gene1945
cds1783	gene1945
cds1783	gene1945
cds1783	gene1945
cds1783	gene1945
cds1783	gene1945
cds1784	gene1946
cds1784	gene1946
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1785	gene1947
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1786	gene1949
cds1787	gene1950
cds1787	gene1950
cds1787	gene1950
cds1787	gene1950
cds1787	gene1950
cds1787	gene1950
cds1788	gene1951
cds1788	gene1951
cds1789	gene1952
cds1789	gene1952
cds1789	gene1952
cds1789	gene1952
cds1789	gene1952
cds1789	gene1952
cds1789	gene1952
cds1790	gene1953
cds1790	gene1953
cds1790	gene1953
cds1790	gene1953
cds1790	gene1953
cds1790	gene1953
cds1790	gene1953
cds1790	gene1953
cds1790	gene1953
cds1791	gene1954
cds1791	gene1954
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1792	gene1955
cds1793	gene1956
cds1793	gene1956
cds1793	gene1956
cds1793	gene1956
cds1793	gene1956
cds1793	gene1956
cds1793	gene1956
cds1793	gene1956
cds1793	gene1956
cds1794	gene1957
cds1794	gene1957
cds1794	gene1957
cds1794	gene1957
cds1794	gene1957
cds1794	gene1957
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1795	gene1958
cds1796	gene1959
cds1797	gene1960
cds1797	gene1960
cds1798	gene1961
cds1798	gene1961
cds1798	gene1961
cds1798	gene1961
cds1798	gene1961
cds1798	gene1961
cds1798	gene1961
cds1798	gene1961
cds1798	gene1961
cds1799	gene1963
cds1799	gene1963
cds1800	gene1964
cds1800	gene1964
cds1800	gene1964
cds1801	gene1965
cds1801	gene1965
cds1801	gene1965
cds1801	gene1965
cds1801	gene1965
cds1801	gene1965
cds1802	gene1966
cds1802	gene1966
cds1802	gene1966
cds1802	gene1966
cds1802	gene1966
cds1802	gene1966
cds1803	gene1967
cds1804	gene1968
cds1804	gene1968
cds1804	gene1968
cds1804	gene1968
cds1804	gene1968
cds1804	gene1968
cds1805	gene1969
cds1805	gene1969
cds1805	gene1969
cds1805	gene1969
cds1805	gene1969
cds1806	gene1970
cds1806	gene1970
cds1807	gene1971
cds1808	gene1972
cds1808	gene1972
cds1808	gene1972
cds1808	gene1972
cds1809	gene1973
cds1809	gene1973
cds1809	gene1973
cds1810	gene1974
cds1810	gene1974
cds1810	gene1974
cds1810	gene1974
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1811	gene1976
cds1812	gene1977
cds1812	gene1977
cds1813	gene1978
cds1813	gene1978
cds1814	gene1979
cds1814	gene1979
cds1814	gene1979
cds1814	gene1979
cds1814	gene1979
cds1814	gene1979
cds1815	gene1980
cds1815	gene1980
cds1815	gene1980
cds1815	gene1980
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1816	gene1981
cds1817	gene1982
cds1817	gene1982
cds1818	gene1983
cds1818	gene1983
cds1819	gene1984
cds1819	gene1984
cds1820	gene1985
cds1820	gene1985
cds1820	gene1985
cds1821	gene1986
cds1821	gene1986
cds1821	gene1986
cds1822	gene1987
cds1823	gene1988
cds1823	gene1988
cds1823	gene1988
cds1823	gene1988
cds1823	gene1988
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1824	gene1989
cds1825	gene1990
cds1825	gene1990
cds1825	gene1990
cds1825	gene1990
cds1825	gene1990
cds1825	gene1990
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1826	gene1991
cds1827	gene1992
cds1827	gene1992
cds1827	gene1992
cds1827	gene1992
cds1827	gene1992
cds1827	gene1992
cds1828	gene1993
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1829	gene1994
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1830	gene1996
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1831	gene1997
cds1832	gene1998
cds1832	gene1998
cds1832	gene1998
cds1832	gene1998
cds1832	gene1998
cds1832	gene1998
cds1832	gene1998
cds1832	gene1998
cds1832	gene1998
cds1833	gene1999
cds1834	gene2000
cds1834	gene2000
cds1834	gene2000
cds1834	gene2000
cds1835	gene2001
cds1835	gene2001
cds1835	gene2001
cds1835	gene2001
cds1835	gene2001
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1836	gene2002
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1837	gene2003
cds1838	gene2004
cds1838	gene2004
cds1838	gene2004
cds1838	gene2004
cds1839	gene2006
cds1839	gene2006
cds1840	gene2007
cds1840	gene2007
cds1841	gene2008
cds1841	gene2008
cds1842	gene2010
cds1842	gene2010
cds1842	gene2010
cds1843	gene2011
cds1843	gene2011
cds1844	gene2012
cds1844	gene2012
cds1845	gene2013
cds1845	gene2013
cds1845	gene2013
cds1846	gene2014
cds1846	gene2014
cds1847	gene2015
cds1847	gene2015
cds1848	gene2016
cds1848	gene2016
cds1848	gene2016
cds1848	gene2016
cds1848	gene2016
cds1848	gene2016
cds1848	gene2016
cds1848	gene2016
cds1849	gene2017
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1850	gene2018
cds1851	gene2019
cds1851	gene2019
cds1851	gene2019
cds1851	gene2019
cds1851	gene2019
cds1852	gene2020
cds1852	gene2020
cds1852	gene2020
cds1852	gene2020
cds1852	gene2020
cds1853	gene2021
cds1853	gene2021
cds1853	gene2021
cds1853	gene2021
cds1853	gene2021
cds1853	gene2021
cds1853	gene2021
cds1853	gene2021
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1854	gene2022
cds1855	gene2023
cds1855	gene2023
cds1856	gene2024
cds1856	gene2024
cds1856	gene2024
cds1856	gene2024
cds1856	gene2024
cds1856	gene2024
cds1856	gene2024
cds1856	gene2024
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1857	gene2025
cds1858	gene2026
cds1858	gene2026
cds1858	gene2026
cds1858	gene2026
cds1858	gene2026
cds1858	gene2026
cds1859	gene2027
cds1860	gene2028
cds1860	gene2028
cds1861	gene2029
cds1861	gene2029
cds1861	gene2029
cds1861	gene2029
cds1861	gene2029
cds1861	gene2029
cds1862	gene2030
cds1863	gene2031
cds1863	gene2031
cds1863	gene2031
cds1863	gene2031
cds1863	gene2031
cds1863	gene2031
cds1863	gene2031
cds1863	gene2031
cds1863	gene2031
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1864	gene2032
cds1865	gene2033
cds1865	gene2033
cds1865	gene2033
cds1865	gene2033
cds1865	gene2033
cds1865	gene2033
cds1865	gene2033
cds1866	gene2034
cds1866	gene2034
cds1866	gene2034
cds1866	gene2034
cds1867	gene2035
cds1867	gene2035
cds1867	gene2035
cds1867	gene2035
cds1867	gene2035
cds1867	gene2035
cds1867	gene2035
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1868	gene2036
cds1869	gene2037
cds1869	gene2037
cds1870	gene2039
cds1870	gene2039
cds1870	gene2039
cds1870	gene2039
cds1870	gene2039
cds1870	gene2039
cds1870	gene2039
cds1870	gene2039
cds1870	gene2039
cds1871	gene2040
cds1871	gene2040
cds1871	gene2040
cds1871	gene2040
cds1871	gene2040
cds1871	gene2040
cds1871	gene2040
cds1871	gene2040
cds1872	gene2041
cds1872	gene2041
cds1872	gene2041
cds1872	gene2041
cds1872	gene2041
cds1872	gene2041
cds1873	gene2042
cds1874	gene2043
cds1874	gene2043
cds1875	gene2044
cds1875	gene2044
cds1875	gene2044
cds1875	gene2044
cds1875	gene2044
cds1875	gene2044
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1876	gene2045
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1877	gene2046
cds1878	gene2047
cds1878	gene2047
cds1878	gene2047
cds1879	gene2049
cds1879	gene2049
cds1879	gene2049
cds1879	gene2049
cds1879	gene2049
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1880	gene2050
cds1881	gene2051
cds1881	gene2051
cds1881	gene2051
cds1881	gene2051
cds1881	gene2051
cds1881	gene2051
cds1881	gene2051
cds1881	gene2051
cds1881	gene2051
cds1882	gene2052
cds1883	gene2053
cds1883	gene2053
cds1883	gene2053
cds1883	gene2053
cds1884	gene2054
cds1884	gene2054
cds1884	gene2054
cds1884	gene2054
cds1884	gene2054
cds1885	gene2055
cds1885	gene2055
cds1885	gene2055
cds1886	gene2056
cds1886	gene2056
cds1887	gene2057
cds1887	gene2057
cds1887	gene2057
cds1887	gene2057
cds1887	gene2057
cds1888	gene2058
cds1889	gene2059
cds1889	gene2059
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1890	gene2060
cds1891	gene2061
cds1891	gene2061
cds1892	gene2062
cds1892	gene2062
cds1892	gene2062
cds1892	gene2062
cds1892	gene2062
cds1892	gene2062
cds1892	gene2062
cds1892	gene2062
cds1892	gene2062
cds1893	gene2063
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1894	gene2064
cds1895	gene2065
cds1895	gene2065
cds1896	gene2066
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1897	gene2067
cds1898	gene2068
cds1898	gene2068
cds1898	gene2068
cds1899	gene2069
cds1899	gene2069
cds1899	gene2069
cds1899	gene2069
cds1899	gene2069
cds1899	gene2069
cds1900	gene2070
cds1900	gene2070
cds1900	gene2070
cds1900	gene2070
cds1900	gene2070
cds1900	gene2070
cds1901	gene2071
cds1901	gene2071
cds1901	gene2071
cds1901	gene2071
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1902	gene2072
cds1903	gene2073
cds1903	gene2073
cds1903	gene2073
cds1903	gene2073
cds1904	gene2074
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1905	gene2075
cds1906	gene2076
cds1907	gene2077
cds1908	gene2078
cds1908	gene2078
cds1908	gene2078
cds1908	gene2078
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1909	gene2079
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1910	gene2080
cds1911	gene2081
cds1912	gene2082
cds1913	gene2083
cds1914	gene2084
cds1915	gene2086
cds1915	gene2086
cds1915	gene2086
cds1916	gene2087
cds1916	gene2087
cds1916	gene2087
cds1916	gene2087
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1917	gene2088
cds1918	gene2089
cds1918	gene2089
cds1918	gene2089
cds1918	gene2089
cds1919	gene2090
cds1919	gene2090
cds1919	gene2090
cds1919	gene2090
cds1919	gene2090
cds1919	gene2090
cds1919	gene2090
cds1919	gene2090
cds1919	gene2090
cds1920	gene2092
cds1920	gene2092
cds1921	gene2093
cds1922	gene2094
cds1922	gene2094
cds1923	gene2095
cds1924	gene2096
cds1924	gene2096
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1925	gene2097
cds1926	gene2098
cds1926	gene2098
cds1926	gene2098
cds1926	gene2098
cds1926	gene2098
cds1926	gene2098
cds1927	gene2099
cds1927	gene2099
cds1927	gene2099
cds1927	gene2099
cds1927	gene2099
cds1927	gene2099
cds1927	gene2099
cds1927	gene2099
cds1928	gene2100
cds1928	gene2100
cds1928	gene2100
cds1928	gene2100
cds1929	gene2101
cds1929	gene2101
cds1930	gene2103
cds1930	gene2103
cds1930	gene2103
cds1930	gene2103
cds1930	gene2103
cds1930	gene2103
cds1930	gene2103
cds1930	gene2103
cds1931	gene2104
cds1931	gene2104
cds1931	gene2104
cds1931	gene2104
cds1931	gene2104
cds1932	gene2105
cds1932	gene2105
cds1932	gene2105
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1933	gene2106
cds1934	gene2107
cds1934	gene2107
cds1934	gene2107
cds1934	gene2107
cds1934	gene2107
cds1934	gene2107
cds1934	gene2107
cds1934	gene2107
cds1935	gene2108
cds1935	gene2108
cds1936	gene2109
cds1936	gene2109
cds1936	gene2109
cds1936	gene2109
cds1936	gene2109
cds1936	gene2109
cds1936	gene2109
cds1936	gene2109
cds1936	gene2109
cds1937	gene2110
cds1938	gene2111
cds1938	gene2111
cds1938	gene2111
cds1938	gene2111
cds1938	gene2111
cds1938	gene2111
cds1938	gene2111
cds1939	gene2112
cds1939	gene2112
cds1939	gene2112
cds1939	gene2112
cds1939	gene2112
cds1939	gene2112
cds1940	gene2113
cds1940	gene2113
cds1940	gene2113
cds1940	gene2113
cds1940	gene2113
cds1941	gene2114
cds1942	gene2115
cds1943	gene2116
cds1943	gene2116
cds1944	gene2117
cds1944	gene2117
cds1944	gene2117
cds1944	gene2117
cds1944	gene2117
cds1944	gene2117
cds1944	gene2117
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1945	gene2118
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1946	gene2119
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1947	gene2120
cds1948	gene2122
cds1948	gene2122
cds1948	gene2122
cds1949	gene2123
cds1949	gene2123
cds1950	gene2124
cds1950	gene2124
cds1950	gene2124
cds1951	gene2125
cds1951	gene2125
cds1951	gene2125
cds1951	gene2125
cds1952	gene2126
cds1952	gene2126
cds1952	gene2126
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1953	gene2127
cds1954	gene2128
cds1954	gene2128
cds1954	gene2128
cds1954	gene2128
cds1955	gene2129
cds1955	gene2129
cds1955	gene2129
cds1955	gene2129
cds1955	gene2129
cds1955	gene2129
cds1955	gene2129
cds1955	gene2129
cds1955	gene2129
cds1956	gene2130
cds1956	gene2130
cds1957	gene2131
cds1957	gene2131
cds1957	gene2131
cds1957	gene2131
cds1957	gene2131
cds1957	gene2131
cds1957	gene2131
cds1957	gene2131
cds1957	gene2131
cds1958	gene2132
cds1958	gene2132
cds1958	gene2132
cds1958	gene2132
cds1958	gene2132
cds1958	gene2132
cds1958	gene2132
cds1958	gene2132
cds1959	gene2133
cds1960	gene2134
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1961	gene2135
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1962	gene2136
cds1963	gene2137
cds1963	gene2137
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1964	gene2138
cds1965	gene2139
cds1966	gene2140
cds1967	gene2141
cds1967	gene2141
cds1967	gene2141
cds1967	gene2141
cds1967	gene2141
cds1967	gene2141
cds1967	gene2141
cds1967	gene2141
cds1968	gene2142
cds1968	gene2142
cds1968	gene2142
cds1968	gene2142
cds1968	gene2142
cds1969	gene2143
cds1969	gene2143
cds1969	gene2143
cds1969	gene2143
cds1969	gene2143
cds1969	gene2143
cds1969	gene2143
cds1969	gene2143
cds1969	gene2143
cds1970	gene2144
cds1970	gene2144
cds1970	gene2144
cds1970	gene2144
cds1970	gene2144
cds1970	gene2144
cds1970	gene2144
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1971	gene2145
cds1972	gene2146
cds1972	gene2146
cds1973	gene2147
cds1973	gene2147
cds1973	gene2147
cds1973	gene2147
cds1973	gene2147
cds1973	gene2147
cds1973	gene2147
cds1974	gene2148
cds1974	gene2148
cds1974	gene2148
cds1974	gene2148
cds1975	gene2149
cds1975	gene2149
cds1975	gene2149
cds1975	gene2149
cds1975	gene2149
cds1976	gene2150
cds1976	gene2150
cds1976	gene2150
cds1976	gene2150
cds1977	gene2151
cds1977	gene2151
cds1977	gene2151
cds1977	gene2151
cds1977	gene2151
cds1977	gene2151
cds1978	gene2152
cds1978	gene2152
cds1978	gene2152
cds1978	gene2152
cds1979	gene2154
cds1980	gene2155
cds1980	gene2155
cds1980	gene2155
cds1980	gene2155
cds1980	gene2155
cds1981	gene2156
cds1981	gene2156
cds1981	gene2156
cds1981	gene2156
cds1981	gene2156
cds1982	gene2157
cds1982	gene2157
cds1983	gene2158
